Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2099247	Ak-1 (6987)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099247/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664593	SRX1664593	Joseph R Ecker	"Jul 14, 2016"
GSM2099248	Alst-1 (6989)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099248/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664594	SRX1664594	Joseph R Ecker	"Jul 14, 2016"
GSM2099249	Ang-0 (6992)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099249/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664595	SRX1664595	Joseph R Ecker	"Jul 14, 2016"
GSM2099250	Ann-1 (6994)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099250/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664596	SRX1664596	Joseph R Ecker	"Jul 14, 2016"
GSM2099251	Bd-0 (7013)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099251/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664597	SRX1664597	Joseph R Ecker	"Jul 14, 2016"
GSM2099252	Boot-1 (7026)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099252/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664598	SRX1664598	Joseph R Ecker	"Jul 14, 2016"
GSM2099253	Bch-1 (7028)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099253/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664599	SRX1664599	Joseph R Ecker	"Jul 14, 2016"
GSM2099254	Bur-0 (7058)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099254/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664600	SRX1664600	Joseph R Ecker	"Jul 14, 2016"
GSM2099255	Ct-1 (7067)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099255/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664601	SRX1664601	Joseph R Ecker	"Jul 14, 2016"
GSM2099256	Cerv-1 (7068)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099256/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664602	SRX1664602	Joseph R Ecker	"Jul 14, 2016"
GSM2099257	Da-0 (7094)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099257/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664603	SRX1664603	Joseph R Ecker	"Jul 14, 2016"
GSM2099258	Di-G (7096)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099258/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664604	SRX1664604	Joseph R Ecker	"Jul 14, 2016"
GSM2099259	Do-0 (7102)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099259/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664605	SRX1664605	Joseph R Ecker	"Jul 14, 2016"
GSM2099260	Dra-0 (7103)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099260/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664606	SRX1664606	Joseph R Ecker	"Jul 14, 2016"
GSM2099261	Dr-0 (7106)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099261/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664607	SRX1664607	Joseph R Ecker	"Jul 14, 2016"
GSM2099262	Durh-1 (7107)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099262/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664608	SRX1664608	Joseph R Ecker	"Jul 14, 2016"
GSM2099263	En-2 (7119)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099263/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664609	SRX1664609	Joseph R Ecker	"Jul 14, 2016"
GSM2099264	Er-0 (7125)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099264/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664610	SRX1664610	Joseph R Ecker	"Jul 14, 2016"
GSM2099265	Et-0 (7130)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099265/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664611	SRX1664611	Joseph R Ecker	"Jul 14, 2016"
GSM2099266	Fi-0 (7138)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099266/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664612	SRX1664612	Joseph R Ecker	"Jul 14, 2016"
GSM2099267	Gr-5 (7158)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099267/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664613	SRX1664613	Joseph R Ecker	"Jul 14, 2016"
GSM2099268	Gd-1 (7161)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099268/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664614	SRX1664614	Joseph R Ecker	"Jul 14, 2016"
GSM2099269	Hau-0 (7164)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099269/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664615	SRX1664615	Joseph R Ecker	"Jul 14, 2016"
GSM2099270	Hn-0 (7165)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099270/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664616	SRX1664616	Joseph R Ecker	"Jul 14, 2016"
GSM2099271	Hi-0 (7167)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099271/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664617	SRX1664617	Joseph R Ecker	"Jul 14, 2016"
GSM2099272	Hh-0 (7169)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099272/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664618	SRX1664618	Joseph R Ecker	"Jul 14, 2016"
GSM2099273	Je-0 (7181)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099273/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664619	SRX1664619	Joseph R Ecker	"Jul 14, 2016"
GSM2099274	Kn-0 (7186)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099274/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664620	SRX1664620	Joseph R Ecker	"Jul 14, 2016"
GSM2099275	Kb-0 (7202)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099275/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664621	SRX1664621	Joseph R Ecker	"Jul 14, 2016"
GSM2099276	Le-0 (7218)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099276/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664622	SRX1664622	Joseph R Ecker	"Jul 14, 2016"
GSM2099277	Litva (7236)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099277/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664623	SRX1664623	Joseph R Ecker	"Jul 14, 2016"
GSM2099278	Mnz-0 (7244)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099278/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664624	SRX1664624	Joseph R Ecker	"Jul 14, 2016"
GSM2099279	Me-0 (7250)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099279/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664625	SRX1664625	Joseph R Ecker	"Jul 14, 2016"
GSM2099280	Mc-0 (7252)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099280/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664626	SRX1664626	Joseph R Ecker	"Jul 14, 2016"
GSM2099281	Nz-1 (7263)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099281/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664627	SRX1664627	Joseph R Ecker	"Jul 14, 2016"
GSM2099282	No-0 (7273)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099282/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664628	SRX1664628	Joseph R Ecker	"Jul 14, 2016"
GSM2099283	Or-0 (7282)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099283/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664629	SRX1664629	Joseph R Ecker	"Jul 14, 2016"
GSM2099284	Oy-0 (7288)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099284/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664630	SRX1664630	Joseph R Ecker	"Jul 14, 2016"
GSM2099285	LI-SET-019 (728)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099285/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664631	SRX1664631	Joseph R Ecker	"Jul 14, 2016"
GSM2099286	Pi-0 (7298)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099286/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664632	SRX1664632	Joseph R Ecker	"Jul 14, 2016"
GSM2099287	Pt-0 (7305)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099287/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664633	SRX1664633	Joseph R Ecker	"Jul 14, 2016"
GSM2099288	Pn-0 (7307)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099288/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664634	SRX1664634	Joseph R Ecker	"Jul 14, 2016"
GSM2099289	Po-0 (7308)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099289/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664635	SRX1664635	Joseph R Ecker	"Jul 14, 2016"
GSM2099290	Rhen-1 (7316)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099290/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664636	SRX1664636	Joseph R Ecker	"Jul 14, 2016"
GSM2099291	Rou-0 (7320)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099291/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664637	SRX1664637	Joseph R Ecker	"Jul 14, 2016"
GSM2099292	Rsch-4 (7322)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099292/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664638	SRX1664638	Joseph R Ecker	"Jul 14, 2016"
GSM2099293	Sf-1 (7327)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099293/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664639	SRX1664639	Joseph R Ecker	"Jul 14, 2016"
GSM2099294	Sf-2 (7328)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099294/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664640	SRX1664640	Joseph R Ecker	"Jul 14, 2016"
GSM2099295	Sapporo-0 (7330)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099295/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664641	SRX1664641	Joseph R Ecker	"Jul 14, 2016"
GSM2099296	Si-0 (7337)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099296/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664642	SRX1664642	Joseph R Ecker	"Jul 14, 2016"
GSM2099297	Su-0 (7342)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099297/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664643	SRX1664643	Joseph R Ecker	"Jul 14, 2016"
GSM2099298	Sten-0 (7346)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099298/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664644	SRX1664644	Joseph R Ecker	"Jul 14, 2016"
GSM2099299	Tac-0 (7350)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099299/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664645	SRX1664645	Joseph R Ecker	"Jul 14, 2016"
GSM2099300	Tha-1 (7353)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099300/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664646	SRX1664646	Joseph R Ecker	"Jul 14, 2016"
GSM2099301	Ting-1 (7354)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099301/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664647	SRX1664647	Joseph R Ecker	"Jul 14, 2016"
GSM2099302	Tiv-1 (7355)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099302/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664648	SRX1664648	Joseph R Ecker	"Jul 14, 2016"
GSM2099303	Tsu-0 (7373)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099303/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664649	SRX1664649	Joseph R Ecker	"Jul 14, 2016"
GSM2099304	Tul-0 (7377)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099304/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664650	SRX1664650	Joseph R Ecker	"Jul 14, 2016"
GSM2099305	Ven-1 (7384)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099305/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664651	SRX1664651	Joseph R Ecker	"Jul 14, 2016"
GSM2099306	Ws-0.2 (7396)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099306/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664652	SRX1664652	Joseph R Ecker	"Jul 14, 2016"
GSM2099307	Wc-1 (7404)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099307/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664653	SRX1664653	Joseph R Ecker	"Jul 14, 2016"
GSM2099308	Wil-2 (7413)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099308/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664654	SRX1664654	Joseph R Ecker	"Jul 14, 2016"
GSM2099309	Wu-0 (7415)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099309/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664655	SRX1664655	Joseph R Ecker	"Jul 14, 2016"
GSM2099310	Zu-1 (7418)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099310/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664656	SRX1664656	Joseph R Ecker	"Jul 14, 2016"
GSM2099311	Jl-3 (7424)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099311/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664657	SRX1664657	Joseph R Ecker	"Jul 14, 2016"
GSM2099312	Ko-2 (7427)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099312/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664658	SRX1664658	Joseph R Ecker	"Jul 14, 2016"
GSM2099313	Ber (7458)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099313/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664659	SRX1664659	Joseph R Ecker	"Jul 14, 2016"
GSM2099314	H55 (7461)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099314/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664660	SRX1664660	Joseph R Ecker	"Jul 14, 2016"
GSM2099315	WAR (7477)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099315/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664661	SRX1664661	Joseph R Ecker	"Jul 14, 2016"
GSM2099316	RRS-7 (7514)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099316/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664662	SRX1664662	Joseph R Ecker	"Jul 14, 2016"
GSM2099317	RRS-10 (7515)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099317/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664663	SRX1664663	Joseph R Ecker	"Jul 14, 2016"
GSM2099318	Lp2-6 (7521)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099318/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664664	SRX1664664	Joseph R Ecker	"Jul 14, 2016"
GSM2099319	Kar-1 (763)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099319/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664665	SRX1664665	Joseph R Ecker	"Jul 14, 2016"
GSM2099320	Zal-1 (768)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099320/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664666	SRX1664666	Joseph R Ecker	"Jul 14, 2016"
GSM2099321	PNA3.10 (7917)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099321/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664667	SRX1664667	Joseph R Ecker	"Jul 14, 2016"
GSM2099322	PNA3.40 (7947)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099322/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664668	SRX1664668	Joseph R Ecker	"Jul 14, 2016"
GSM2099323	PT2.21 (8077)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099323/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664669	SRX1664669	Joseph R Ecker	"Jul 14, 2016"
GSM2099324	RMX3.22 (8132)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099324/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664670	SRX1664670	Joseph R Ecker	"Jul 14, 2016"
GSM2099325	Bro1-6 (8231)	SRA	Arabidopsis thaliana	1	GPL11221	GSE43857	TSV;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2099nnn/GSM2099325/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1664671	SRX1664671	Joseph R Ecker	"Jul 14, 2016"
