study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp
PRJNA187927	SAMN04581886	SRS1363856	SRX1664612	SRR3300171	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300171/SRR3300171.fastq.gz
PRJNA187927	SAMN04581887	SRS1363858	SRX1664613	SRR3300172	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300172/SRR3300172.fastq.gz
PRJNA187927	SAMN04581887	SRS1363858	SRX1664613	SRR3300173	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300173/SRR3300173.fastq.gz
PRJNA187927	SAMN04581888	SRS1363855	SRX1664614	SRR3300174	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300174/SRR3300174.fastq.gz
PRJNA187927	SAMN04581888	SRS1363855	SRX1664614	SRR3300175	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300175/SRR3300175.fastq.gz
PRJNA187927	SAMN04581889	SRS1363854	SRX1664615	SRR3300176	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300176/SRR3300176.fastq.gz
PRJNA187927	SAMN04581889	SRS1363854	SRX1664615	SRR3300177	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300177/SRR3300177.fastq.gz
PRJNA187927	SAMN04581889	SRS1363854	SRX1664615	SRR3300178	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300178/SRR3300178.fastq.gz
PRJNA187927	SAMN04581890	SRS1363852	SRX1664616	SRR3300179	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300179/SRR3300179.fastq.gz
PRJNA187927	SAMN04581890	SRS1363852	SRX1664616	SRR3300180	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300180/SRR3300180.fastq.gz
PRJNA187927	SAMN04581891	SRS1363853	SRX1664617	SRR3300181	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300181/SRR3300181.fastq.gz
PRJNA187927	SAMN04581891	SRS1363853	SRX1664617	SRR3300182	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300182/SRR3300182.fastq.gz
PRJNA187927	SAMN04581891	SRS1363853	SRX1664617	SRR3300183	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300183/SRR3300183.fastq.gz
PRJNA187927	SAMN04581892	SRS1363851	SRX1664618	SRR3300184	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300184/SRR3300184.fastq.gz
PRJNA187927	SAMN04581892	SRS1363851	SRX1664618	SRR3300185	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300185/SRR3300185.fastq.gz
PRJNA187927	SAMN04581892	SRS1363851	SRX1664618	SRR3300186	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300186/SRR3300186.fastq.gz
PRJNA187927	SAMN04581893	SRS1363850	SRX1664619	SRR3300187	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300187/SRR3300187.fastq.gz
PRJNA187927	SAMN04581894	SRS1363848	SRX1664620	SRR3300188	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300188/SRR3300188.fastq.gz
PRJNA187927	SAMN04581894	SRS1363848	SRX1664620	SRR3300189	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300189/SRR3300189.fastq.gz
PRJNA187927	SAMN04581894	SRS1363848	SRX1664620	SRR3300190	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300190/SRR3300190.fastq.gz
PRJNA187927	SAMN04581895	SRS1363849	SRX1664621	SRR3300191	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300191/SRR3300191.fastq.gz
PRJNA187927	SAMN04581895	SRS1363849	SRX1664621	SRR3300192	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300192/SRR3300192.fastq.gz
PRJNA187927	SAMN04581895	SRS1363849	SRX1664621	SRR3300193	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300193/SRR3300193.fastq.gz
PRJNA187927	SAMN04581896	SRS1363847	SRX1664622	SRR3300194	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300194/SRR3300194.fastq.gz
PRJNA187927	SAMN04581896	SRS1363847	SRX1664622	SRR3300195	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300195/SRR3300195.fastq.gz
PRJNA187927	SAMN04581896	SRS1363847	SRX1664622	SRR3300196	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300196/SRR3300196.fastq.gz
PRJNA187927	SAMN04581897	SRS1363845	SRX1664623	SRR3300197	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300197/SRR3300197.fastq.gz
PRJNA187927	SAMN04581898	SRS1363844	SRX1664624	SRR3300198	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300198/SRR3300198.fastq.gz
PRJNA187927	SAMN04581898	SRS1363844	SRX1664624	SRR3300199	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300199/SRR3300199.fastq.gz
PRJNA187927	SAMN04581899	SRS1363842	SRX1664625	SRR3300200	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300200/SRR3300200.fastq.gz
PRJNA187927	SAMN04581899	SRS1363842	SRX1664625	SRR3300201	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300201/SRR3300201.fastq.gz
PRJNA187927	SAMN04581899	SRS1363842	SRX1664625	SRR3300202	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300202/SRR3300202.fastq.gz
PRJNA187927	SAMN04581899	SRS1363842	SRX1664625	SRR3300203	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300203/SRR3300203.fastq.gz
PRJNA187927	SAMN04581900	SRS1363846	SRX1664626	SRR3300204	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300204/SRR3300204.fastq.gz
PRJNA187927	SAMN04581901	SRS1363843	SRX1664627	SRR3300205	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300205/SRR3300205.fastq.gz
PRJNA187927	SAMN04581901	SRS1363843	SRX1664627	SRR3300206	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300206/SRR3300206.fastq.gz
PRJNA187927	SAMN04581901	SRS1363843	SRX1664627	SRR3300207	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300207/SRR3300207.fastq.gz
PRJNA187927	SAMN04581902	SRS1363841	SRX1664628	SRR3300208	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300208/SRR3300208.fastq.gz
PRJNA187927	SAMN04581902	SRS1363841	SRX1664628	SRR3300209	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300209/SRR3300209.fastq.gz
PRJNA187927	SAMN04581903	SRS1363840	SRX1664629	SRR3300210	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300210/SRR3300210.fastq.gz
PRJNA187927	SAMN04581903	SRS1363840	SRX1664629	SRR3300211	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300211/SRR3300211.fastq.gz
PRJNA187927	SAMN04581904	SRS1363839	SRX1664630	SRR3300212	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300212/SRR3300212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300212/SRR3300212_2.fastq.gz
PRJNA187927	SAMN04581904	SRS1363839	SRX1664630	SRR3300213	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300213/SRR3300213.fastq.gz
PRJNA187927	SAMN04581904	SRS1363839	SRX1664630	SRR3300214	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300214/SRR3300214.fastq.gz
PRJNA187927	SAMN04581904	SRS1363839	SRX1664630	SRR3300215	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300215/SRR3300215.fastq.gz
PRJNA187927	SAMN04581905	SRS1363838	SRX1664631	SRR3300216	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300216/SRR3300216.fastq.gz
PRJNA187927	SAMN04581905	SRS1363838	SRX1664631	SRR3300217	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300217/SRR3300217.fastq.gz
PRJNA187927	SAMN04581906	SRS1363837	SRX1664632	SRR3300218	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300218/SRR3300218.fastq.gz
PRJNA187927	SAMN04581907	SRS1363836	SRX1664633	SRR3300219	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300219/SRR3300219.fastq.gz
PRJNA187927	SAMN04581907	SRS1363836	SRX1664633	SRR3300220	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300220/SRR3300220.fastq.gz
PRJNA187927	SAMN04581908	SRS1363835	SRX1664634	SRR3300221	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300221/SRR3300221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300221/SRR3300221_2.fastq.gz
PRJNA187927	SAMN04581908	SRS1363835	SRX1664634	SRR3300222	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300222/SRR3300222.fastq.gz
PRJNA187927	SAMN04581908	SRS1363835	SRX1664634	SRR3300223	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300223/SRR3300223.fastq.gz
PRJNA187927	SAMN04581908	SRS1363835	SRX1664634	SRR3300224	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300224/SRR3300224.fastq.gz
PRJNA187927	SAMN04581909	SRS1363834	SRX1664635	SRR3300225	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300225/SRR3300225.fastq.gz
PRJNA187927	SAMN04581909	SRS1363834	SRX1664635	SRR3300226	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300226/SRR3300226.fastq.gz
PRJNA187927	SAMN04581909	SRS1363834	SRX1664635	SRR3300227	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300227/SRR3300227.fastq.gz
PRJNA187927	SAMN04581909	SRS1363834	SRX1664635	SRR3300228	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300228/SRR3300228.fastq.gz
PRJNA187927	SAMN04581910	SRS1363833	SRX1664636	SRR3300229	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300229/SRR3300229.fastq.gz
PRJNA187927	SAMN04581910	SRS1363833	SRX1664636	SRR3300230	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300230/SRR3300230.fastq.gz
PRJNA187927	SAMN04581911	SRS1363831	SRX1664637	SRR3300231	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300231/SRR3300231.fastq.gz
PRJNA187927	SAMN04581911	SRS1363831	SRX1664637	SRR3300232	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300232/SRR3300232.fastq.gz
PRJNA187927	SAMN04581911	SRS1363831	SRX1664637	SRR3300233	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300233/SRR3300233.fastq.gz
PRJNA187927	SAMN04581912	SRS1363832	SRX1664638	SRR3300234	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300234/SRR3300234.fastq.gz
PRJNA187927	SAMN04581912	SRS1363832	SRX1664638	SRR3300235	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300235/SRR3300235.fastq.gz
PRJNA187927	SAMN04581488	SRS1363830	SRX1664639	SRR3300236	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300236/SRR3300236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300236/SRR3300236_2.fastq.gz
PRJNA187927	SAMN04581488	SRS1363830	SRX1664639	SRR3300237	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300237/SRR3300237.fastq.gz
PRJNA187927	SAMN04581488	SRS1363830	SRX1664639	SRR3300238	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300238/SRR3300238.fastq.gz
PRJNA187927	SAMN04581488	SRS1363830	SRX1664639	SRR3300239	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300239/SRR3300239.fastq.gz
PRJNA187927	SAMN04581489	SRS1363829	SRX1664640	SRR3300240	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300240/SRR3300240.fastq.gz
PRJNA187927	SAMN04581489	SRS1363829	SRX1664640	SRR3300241	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300241/SRR3300241.fastq.gz
PRJNA187927	SAMN04581489	SRS1363829	SRX1664640	SRR3300242	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300242/SRR3300242.fastq.gz
PRJNA187927	SAMN04581489	SRS1363829	SRX1664640	SRR3300243	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300243/SRR3300243.fastq.gz
PRJNA187927	SAMN04581490	SRS1363828	SRX1664641	SRR3300244	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300244/SRR3300244.fastq.gz
PRJNA187927	SAMN04581490	SRS1363828	SRX1664641	SRR3300245	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300245/SRR3300245.fastq.gz
PRJNA187927	SAMN04581490	SRS1363828	SRX1664641	SRR3300246	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300246/SRR3300246.fastq.gz
PRJNA187927	SAMN04581491	SRS1363827	SRX1664642	SRR3300247	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300247/SRR3300247.fastq.gz
PRJNA187927	SAMN04581491	SRS1363827	SRX1664642	SRR3300248	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300248/SRR3300248.fastq.gz
PRJNA187927	SAMN04581492	SRS1363826	SRX1664643	SRR3300249	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300249/SRR3300249.fastq.gz
PRJNA187927	SAMN04581492	SRS1363826	SRX1664643	SRR3300250	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300250/SRR3300250.fastq.gz
PRJNA187927	SAMN04581493	SRS1363825	SRX1664644	SRR3300251	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300251/SRR3300251.fastq.gz
PRJNA187927	SAMN04581493	SRS1363825	SRX1664644	SRR3300252	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300252/SRR3300252.fastq.gz
PRJNA187927	SAMN04581494	SRS1363824	SRX1664645	SRR3300253	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300253/SRR3300253.fastq.gz
PRJNA187927	SAMN04581494	SRS1363824	SRX1664645	SRR3300254	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300254/SRR3300254.fastq.gz
PRJNA187927	SAMN04581495	SRS1363823	SRX1664646	SRR3300255	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300255/SRR3300255.fastq.gz
PRJNA187927	SAMN04581495	SRS1363823	SRX1664646	SRR3300256	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300256/SRR3300256.fastq.gz
PRJNA187927	SAMN04581496	SRS1363821	SRX1664647	SRR3300257	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300257/SRR3300257.fastq.gz
PRJNA187927	SAMN04581496	SRS1363821	SRX1664647	SRR3300258	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300258/SRR3300258.fastq.gz
PRJNA187927	SAMN04581496	SRS1363821	SRX1664647	SRR3300259	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300259/SRR3300259.fastq.gz
PRJNA187927	SAMN04581497	SRS1363822	SRX1664648	SRR3300260	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300260/SRR3300260.fastq.gz
PRJNA187927	SAMN04581497	SRS1363822	SRX1664648	SRR3300261	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300261/SRR3300261.fastq.gz
PRJNA187927	SAMN04581497	SRS1363822	SRX1664648	SRR3300262	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300262/SRR3300262.fastq.gz
PRJNA187927	SAMN04581498	SRS1363820	SRX1664649	SRR3300263	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300263/SRR3300263.fastq.gz
PRJNA187927	SAMN04581498	SRS1363820	SRX1664649	SRR3300264	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/004/SRR3300264/SRR3300264.fastq.gz
PRJNA187927	SAMN04581498	SRS1363820	SRX1664649	SRR3300265	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/005/SRR3300265/SRR3300265.fastq.gz
PRJNA187927	SAMN04581498	SRS1363820	SRX1664649	SRR3300266	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/006/SRR3300266/SRR3300266.fastq.gz
PRJNA187927	SAMN04581498	SRS1363820	SRX1664649	SRR3300267	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/007/SRR3300267/SRR3300267.fastq.gz
PRJNA187927	SAMN04581499	SRS1363819	SRX1664650	SRR3300268	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/008/SRR3300268/SRR3300268.fastq.gz
PRJNA187927	SAMN04581499	SRS1363819	SRX1664650	SRR3300269	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/009/SRR3300269/SRR3300269.fastq.gz
PRJNA187927	SAMN04581499	SRS1363819	SRX1664650	SRR3300270	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/000/SRR3300270/SRR3300270.fastq.gz
PRJNA187927	SAMN04581500	SRS1363818	SRX1664651	SRR3300271	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/001/SRR3300271/SRR3300271.fastq.gz
PRJNA187927	SAMN04581500	SRS1363818	SRX1664651	SRR3300272	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/002/SRR3300272/SRR3300272.fastq.gz
PRJNA187927	SAMN04581500	SRS1363818	SRX1664651	SRR3300273	SRA065807	3702	Arabidopsis thaliana	Illumina Genome Analyzer IIx	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR330/003/SRR3300273/SRR3300273.fastq.gz
