Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM1312073	6114_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312073/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445957	SRX445957	Manu Dubin	"Mar 28, 2015"
GSM1312074	6114_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312074/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445958	SRX445958	Manu Dubin	"Mar 28, 2015"
GSM1312075	6115_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312075/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445959	SRX445959	Manu Dubin	"Mar 28, 2015"
GSM1312076	6118_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312076/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445960	SRX445960	Manu Dubin	"Mar 28, 2015"
GSM1312077	6118_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312077/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445961	SRX445961	Manu Dubin	"Mar 28, 2015"
GSM1312078	6122_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312078/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445962	SRX445962	Manu Dubin	"Mar 28, 2015"
GSM1312079	6122_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312079/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445963	SRX445963	Manu Dubin	"Mar 28, 2015"
GSM1312080	6124_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312080/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445964	SRX445964	Manu Dubin	"Mar 28, 2015"
GSM1312081	6124_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312081/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445965	SRX445965	Manu Dubin	"Mar 28, 2015"
GSM1312082	6125_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312082/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445966	SRX445966	Manu Dubin	"Mar 28, 2015"
GSM1312083	6126_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312083/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445967	SRX445967	Manu Dubin	"Mar 28, 2015"
GSM1312084	6126_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312084/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445968	SRX445968	Manu Dubin	"Mar 28, 2015"
GSM1312085	6127_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312085/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445969	SRX445969	Manu Dubin	"Mar 28, 2015"
GSM1312086	6128_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312086/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445970	SRX445970	Manu Dubin	"Mar 28, 2015"
GSM1312087	6129_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312087/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445971	SRX445971	Manu Dubin	"Mar 28, 2015"
GSM1312088	6129_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312088/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445972	SRX445972	Manu Dubin	"Mar 28, 2015"
GSM1312089	6131_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312089/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445973	SRX445973	Manu Dubin	"Mar 28, 2015"
GSM1312090	6131_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312090/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445974	SRX445974	Manu Dubin	"Mar 28, 2015"
GSM1312091	6132_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312091/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445975	SRX445975	Manu Dubin	"Mar 28, 2015"
GSM1312092	6134_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312092/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445976	SRX445976	Manu Dubin	"Mar 28, 2015"
GSM1312093	6134_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312093/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445977	SRX445977	Manu Dubin	"Mar 28, 2015"
GSM1312094	6136_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312094/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445978	SRX445978	Manu Dubin	"Mar 28, 2015"
GSM1312095	6136_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312095/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445979	SRX445979	Manu Dubin	"Mar 28, 2015"
GSM1312096	6142_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312096/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445980	SRX445980	Manu Dubin	"Mar 28, 2015"
GSM1312097	6149_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312097/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445981	SRX445981	Manu Dubin	"Mar 28, 2015"
GSM1312098	6149_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312098/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445982	SRX445982	Manu Dubin	"Mar 28, 2015"
GSM1312099	6150_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312099/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445983	SRX445983	Manu Dubin	"Mar 28, 2015"
GSM1312100	6150_10C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312100/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445984	SRX445984	Manu Dubin	"Mar 28, 2015"
GSM1312101	6150_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312101/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445985	SRX445985	Manu Dubin	"Mar 28, 2015"
GSM1312102	6151_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312102/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445986	SRX445986	Manu Dubin	"Mar 28, 2015"
GSM1312103	6151_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312103/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445987	SRX445987	Manu Dubin	"Mar 28, 2015"
GSM1312104	6153_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312104/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445988	SRX445988	Manu Dubin	"Mar 28, 2015"
GSM1312105	6153_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312105/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445989	SRX445989	Manu Dubin	"Mar 28, 2015"
GSM1312106	6172_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312106/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445990	SRX445990	Manu Dubin	"Mar 28, 2015"
GSM1312107	6172_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312107/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445991	SRX445991	Manu Dubin	"Mar 28, 2015"
GSM1312108	6172_16C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312108/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445992	SRX445992	Manu Dubin	"Mar 28, 2015"
GSM1312109	6173_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312109/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445993	SRX445993	Manu Dubin	"Mar 28, 2015"
GSM1312110	6173_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312110/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445994	SRX445994	Manu Dubin	"Mar 28, 2015"
GSM1312111	6180_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312111/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445995	SRX445995	Manu Dubin	"Mar 28, 2015"
GSM1312112	6180_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312112/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445996	SRX445996	Manu Dubin	"Mar 28, 2015"
GSM1312113	6184_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312113/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445997	SRX445997	Manu Dubin	"Mar 28, 2015"
GSM1312114	6188_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312114/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445998	SRX445998	Manu Dubin	"Mar 28, 2015"
GSM1312115	6188_10C_rep	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312115/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX445999	SRX445999	Manu Dubin	"Mar 28, 2015"
GSM1312116	6188_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312116/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446000	SRX446000	Manu Dubin	"Mar 28, 2015"
GSM1312117	6189_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312117/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446001	SRX446001	Manu Dubin	"Mar 28, 2015"
GSM1312118	6189_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312118/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446002	SRX446002	Manu Dubin	"Mar 28, 2015"
GSM1312119	6191_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312119/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446003	SRX446003	Manu Dubin	"Mar 28, 2015"
GSM1312120	6192_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312120/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446004	SRX446004	Manu Dubin	"Mar 28, 2015"
GSM1312121	6192_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312121/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446005	SRX446005	Manu Dubin	"Mar 28, 2015"
GSM1312122	6193_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312122/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446006	SRX446006	Manu Dubin	"Mar 28, 2015"
GSM1312123	6193_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312123/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446007	SRX446007	Manu Dubin	"Mar 28, 2015"
GSM1312124	6197_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312124/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446008	SRX446008	Manu Dubin	"Mar 28, 2015"
GSM1312125	6197_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312125/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446009	SRX446009	Manu Dubin	"Mar 28, 2015"
GSM1312126	6202_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312126/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446010	SRX446010	Manu Dubin	"Mar 28, 2015"
GSM1312127	6202_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312127/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446011	SRX446011	Manu Dubin	"Mar 28, 2015"
GSM1312128	6209_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312128/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446012	SRX446012	Manu Dubin	"Mar 28, 2015"
GSM1312129	6209_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312129/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446013	SRX446013	Manu Dubin	"Mar 28, 2015"
GSM1312130	6210_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312130/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446014	SRX446014	Manu Dubin	"Mar 28, 2015"
GSM1312131	6216_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312131/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446015	SRX446015	Manu Dubin	"Mar 28, 2015"
GSM1312132	6216_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312132/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446016	SRX446016	Manu Dubin	"Mar 28, 2015"
GSM1312133	6221_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312133/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446017	SRX446017	Manu Dubin	"Mar 28, 2015"
GSM1312134	6221_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312134/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446018	SRX446018	Manu Dubin	"Mar 28, 2015"
GSM1312135	6231_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312135/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446019	SRX446019	Manu Dubin	"Mar 28, 2015"
GSM1312136	6231_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312136/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446020	SRX446020	Manu Dubin	"Mar 28, 2015"
GSM1312137	6235_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312137/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446021	SRX446021	Manu Dubin	"Mar 28, 2015"
GSM1312138	6235_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312138/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446022	SRX446022	Manu Dubin	"Mar 28, 2015"
GSM1312139	6237_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312139/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446023	SRX446023	Manu Dubin	"Mar 28, 2015"
GSM1312140	6237_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312140/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446024	SRX446024	Manu Dubin	"Mar 28, 2015"
GSM1312141	6238_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312141/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446025	SRX446025	Manu Dubin	"Mar 28, 2015"
GSM1312142	6242_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312142/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446026	SRX446026	Manu Dubin	"Mar 28, 2015"
GSM1312143	6242_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312143/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446027	SRX446027	Manu Dubin	"Mar 28, 2015"
GSM1312144	6243_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312144/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446028	SRX446028	Manu Dubin	"Mar 28, 2015"
GSM1312145	6244_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312145/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446029	SRX446029	Manu Dubin	"Mar 28, 2015"
GSM1312146	6244_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312146/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446030	SRX446030	Manu Dubin	"Mar 28, 2015"
GSM1312147	6252_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312147/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446031	SRX446031	Manu Dubin	"Mar 28, 2015"
GSM1312148	6252_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312148/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446032	SRX446032	Manu Dubin	"Mar 28, 2015"
GSM1312149	6258_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312149/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446033	SRX446033	Manu Dubin	"Mar 28, 2015"
GSM1312150	6276_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312150/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446034	SRX446034	Manu Dubin	"Mar 28, 2015"
GSM1312151	6276_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312151/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446035	SRX446035	Manu Dubin	"Mar 28, 2015"
GSM1312152	6413_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312152/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446036	SRX446036	Manu Dubin	"Mar 28, 2015"
GSM1312153	6413_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312153/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446037	SRX446037	Manu Dubin	"Mar 28, 2015"
GSM1312154	6909_10C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312154/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446038	SRX446038	Manu Dubin	"Mar 28, 2015"
GSM1312155	6909_16C	SRA	Arabidopsis thaliana	1	GPL13222	GSE54292	TXT;SRA Run Selector	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1312nnn/GSM1312155/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX446039	SRX446039	Manu Dubin	"Mar 28, 2015"
